name,address,Phone,price_range_from,price_range_to,cuisines,rating,review_count,excellent_count,very_good_count,average_count,poor_count,terrible_count
Mary Fast Food,"Chincholi Bunder Link Road, Opp Link, Mumbai 400064 India",+91 90042 60050,,,Chinese,4,7,3,2,2,0,0
"Masala Bay, Taj Lands End, Mumbai","Lobby Level Byramji Jeejeebhoy Road, Mumbai 400050 India",+91 22 6668 1234,600,2700,Indian,4.5,326,185,96,23,9,3
Masala Craft,"21 B Bandra West Opposite Leelavati Hospital, ONGC Complex, Mumbai 400050 India",26439239,,,Indian,4.5,16,8,7,0,0,0
Masala Kitchen,"Municipal Industrial Estate Suite No 12 Dainik Shivner Marg, Mumbai 400018 India",+91 80808 06840,100,200,"Indian, Fast food, Soups, Chinese, Seafood",4,10,4,4,1,0,1
Masala Kraft,"Apollo Bunder, Colaba The Taj Mahal Palace, Mumbai, Mumbai 400001 India",+91 22 6665 3278,,,,4,406,210,90,45,24,12
Masala Library,"First International Finance Centre Ground Floor Bkc Ground Floor, G Block, First International Financial Centre - CITI Bank Building, Mumbai 400051 India",+91 84529 00900,,,,4.5,772,403,219,81,17,36
Masala Library by Jiggs Kalra,"First International Financial Centre, Ground Floor, G Block, Bandra Kurla Complex Road, Next to TCG Financial Center, Bandra East, Mumbai 400051 India",+91 22 6642 4142,,,Indian,4.5,129,76,38,8,4,3
Masala Mastee,"Shop No.G1, G2, Satra Park, Off Shimpoli Rd, Mumbai 400092 India",+91 22 2899 9207,,,"Mexican, Chinese, Indian, Pizza, Fast food",5,16,14,1,1,0,0
Masala Zone,"289, Cadel Road Shivaji Park, Mumbai 400028 India",,,,"Indian, Asian",4,29,5,13,8,0,1
Masalazone,"12-B, Santhal, ONGC Complex, Near Lilavati Hospital & Research Centre Bandra Reclamation, Bandra West, Mumbai 400103 India",+91 22 2645 2031,,,Indian,4,16,3,9,2,1,1
Mashhad Restaurant,"Domestic Terminal T1, CSI Airport Taj Santacruz, Shopping Arcade, Shop No.: R5, Mumbai 400099 India",+91 90290 08582,,,"Indian, Lebanese, Middle Eastern, Persian, Mediterranean",4.5,8,3,4,1,0,0
Masque,"Unit 3, Laxmi Woollen Mills, Shakti Mills Lane Off Dr. E Moses Road, Mumbai 400011 India",+91 98190 69222,,,,4.5,81,55,16,4,2,4
Mast Malvani,"2 Jai Mahal Building Gg Bhai Lane Near Income Tax Office, Parel, Mumbai 400012 India",+91 22 2471 2067,,,Seafood,4.5,9,4,5,0,0,0
Mast Malwani,"Shop No. 2 & 3, Ground Floor, Rajini House, Lokmanya Tilak Road, Borivali West Near Donbosci School, Mumbai 400091 India",+91 22 6534 6001,,,"Chinese, Seafood",4,8,1,7,0,0,0
Mastee,"Shop 4, Ground Floor, A-AHCL Homes, Link Road, Opposite Shimpoli Telephone Exchange, Borivali, Mumbai 400092 India",+91 22 2898 8600,,,"Indian, Mediterranean",4.5,33,16,14,2,0,1
Master Chef,"Gagangiri Complex, Kandarpada New Flyover, Near Jairam Heights, Dahisar West, Mumbai 400068 India",+91 22 6565 5506,,,,4,9,1,8,0,0,0
Matahari,"Atria Mall, Dr. Annie Besant Road Top Floor, Mumbai 400026 India",+91 22 6736 3636,,,,4,11,5,2,4,0,0
Matka Khichdi - India ka Healthy Fast Food,"Marol Maroshi Road Shop no 5, Cresent Exotica, Marol, Mumbai 400059 India",+91 90820 04678,155,270,Indian,4,6,1,5,0,0,0
Matsya,"Link Road 288/2285, Motilal Nagar 2, Mumbai 400104 India",+91 22 2878 5423,,,"Indian, Seafood, Diner",4.5,5,2,3,0,0,0
Matsya - The Saraswat Seafood,"Off Link Road 288/2285, Motilal Nagar 2, Mumbai 400104 India",+91 75062 74814,,,,4.5,16,9,6,1,0,0
Matsyagandha,"36 to 38, Building a/5, Thakur Complex, Behind Thakur Vidya Mandir High School, Kandivali East, Mumbai 400101 India",+91 22 2870 4445,,,Seafood,4.5,7,3,4,0,0,0
Maya,"1st Floor G Block C - 56 Bandra Kurla Complex Road, Mumbai 400051 India",+91 22 6672 7777,,,Indian,4,131,66,37,15,3,6
McDonald's,"237 Barrister Rajani Patel Marg Nariman Point, Mumbai 400021 India",+91 22 6600 0666,,,Fast food,4.5,11,4,7,0,0,0
McDonald's,"Thakur Mall, Ground Floor, Food Court, Western Express Highway, Dahisar East, Mumbai 400068 India",+91 22 6600 0666,,,Fast food,4,11,2,6,3,0,0
McDonald's,"001/101, The Destination, Mahatma Gandhi Road, Near Shoppers Stop, Chembur, Mumbai 400089 India",+91 22 4913 4715,,,Fast food,4,11,3,7,1,0,0
McDonald's,"1st Floor, Metro Plaza, Shaheed Bhagat Singh Road, Near Reserve Bank Of India, Colaba, Mumbai 400001 India",+91 22 6600 0666,,,Fast food,4,11,4,4,3,0,0
McDonald's,"Centre One Mall, T-11/12, 3rd Floor, Sector 30A, Vashi, Mumbai 400705 India",+91 22 3256 9062,,,Fast food,4,11,2,5,3,0,0
McDonald's,"Star Mall, 1st Floor, NC Kelkar Road, Dadar West, Mumbai 400028 India",+91 22 6600 0666,,,,3.5,10,1,5,4,0,0
Me So Happi,"Khar-Linking Road Shop 2, Ground Floor, Kusum Kunj, Near Guess Showroom, Mumbai 400050 India",+91 22 2604 4000,,,Vegetarian Friendly,4,36,10,15,6,4,1
Me Time Art Cafe,"Ground Floor Unit 1 Maya 467 14th Road, Mumbai 400052 India",+91 22 2605 4884,,,,4.5,4,3,0,1,0,0
Mediterra,"Mediterra Sayaji Hotels Limited 355, Hotel Metro Palace, Ramdas Nayak Road & Water Field Road, Mumbai 400050 India",+91 70241 25162,500,750,"Indian, Mediterranean",4,14,5,5,4,0,0
Meghdoot,"Guruprasad Building Ghatkopar Guest House Jv Road Next To Neo Welcome Hotel, JV Road, Ghatkopar West, Mumbai 400086 India",+91 22 2514 8006,,,Indian,4.5,44,24,15,3,1,1
Meghdoot's Mystique Masala,"1 - 5 Shop No, Mumbai 400077 India",+91 22 6531 8999,,,Indian,4,11,2,6,3,0,0
Mehman Nawazi,"A Wing 8th Floor Hiranandani Powai, Mumbai 400076 India",+91 22 6608 3939,,,"Indian, Asian",4,172,45,79,33,4,10
Meishi,"The Park Hotels, Juhu Tara Rd, Mumbai 400049 India",+91 22 6815 9100,,,"Asian, Japanese, Sushi, Thai, Chinese",4.5,14,11,2,0,0,1
Melting Pot,"13th Road 7th Floor, Khar Gymkhana, Mumbai 400052 India",+91 90043 39985,,,Chinese,4.5,7,4,2,0,0,0
Melting Pot,"148 B Juhu Tara Road Juhu Residency Boutique Hotel, Mumbai 400049 India",+91 22 2613 4949,,,,4.5,322,168,113,22,7,4
Melting Pot,"Malad Link Road 3rd Floor, Infiniti Mall, Malad West, Mumbai 400064 India",+91 22 2673 6262,,,"Chinese, Indian, Asian",4,16,3,11,0,1,1
Meraki,"15th Road Shop no. 04, Katra Bhavan, Plot no. 431, Mumbai 400052 India",+91 89768 08222,,,"Chinese, Asian, Thai",4.5,14,10,4,0,0,0
Meridian,"Ganesh Nagar, Marve Link Road, Charkop, Near Garuda Petrol Pump, Kandivali West, Mumbai 400067 India",+91 22 2867 6456,,,Chinese,4.5,5,2,3,0,0,0
Merlin's Karaoke Bar,"70c Nehru Road The Orchid Hotel, Mumbai 400057 India",+91 26164040,,,"Bar, Indian, Pub",4.5,34,25,8,1,0,0
Metime cafe,"467 Maya Building Ground Floor Unit 1 14th Road, Mumbai 400052 India",+91 22 2605 4884,,,,5,4,3,1,0,0,0
Metro Tawa,"Amrutwar Building Shop No. 2, Peninsula Park Signal, Senapati Bapat Marg, Lower Parel, West, Mumbai 400013 India",76666412255,,,,4,7,2,4,1,0,0
Mews Cafe,"33 Nathalal Parikh Marg Apollo Bandar, Colaba, Mumbai 400001 India",+91 22 6656 9494,,,Cafe,4.5,19,15,3,1,0,0
MexiChino,"Vasantrao Chogle Road Ground Floor, Lucky Laxmi Building, Opposite Bhatiawadi Borivali West, Mumbai 400092 India",+91 84528 96037,,,"Mexican, Chinese, Asian",4,58,21,29,8,0,0
Mezban,"4/11 Haji Niyaz Aehamad Marg Colaba Po, Near Radio Club, Mumbai 400005 India",+91 22 2204 9657,,,"Chinese, Fast food",4,11,3,4,3,0,0
Mezzo Mezzo,"Juhu Tara Road, Mumbai 400049 India",+91 22 6693 3220,2226,3339,"Italian, Pizza, European",4.5,186,130,28,10,9,5
Mezzo Veg Lounge,"Simpoli Road Opposite Reliance Mall, Borivali West, Mumbai 400092 India",+91 22 2893 0059,,,"Italian, Chinese, Indian",4.5,6,3,3,0,0,0
Mi Marathi,"5 Alpha Apartment Shri Paleshwar Road Vile Parle East, Opposite Ganesh Mandir, Mumbai 400057 India",+91 98920 54283,,,"Healthy, Indian, Asian",4,41,11,21,7,0,0
Mia Cucina,"164 Hill Road, Mumbai 400050 India",+91 22 6132 2213,,,,4.5,28,22,4,1,1,0
Mia Cucina,"Lake Blvd Rd Hiranandani Business Park, Near BG India House, Powai, Mumbai 400076 India",+91 22 3962 5825,,,,4,200,70,92,25,7,2
MIG Cricket Club,"M.I.G. Colony, Ramakrishna Paramahans Marg, Bandra, Mumbai 400051 India",+91 22 2640 8899,,,,4,47,15,18,10,1,2
Millennials Eatery & Bar,"Mumbai Samachar marg 105, Apollo Street, Opposite Laxmi Vilas Bank, Fort, Mumbai, Mumbai 400001 India",+91 22 6173 6281,,,,4.5,33,24,7,0,2,0
Millennium Restaurant & Bar,"6, Amba Bhavan Building, Jerbai Wadia Road, Bhoiwada, Near Mahatma Phule Technical Institute, Parel, Mumbai 400012 India",+91 22 2410 8121,,,Chinese,4.5,4,2,2,0,0,0
Millk,"Kamala Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai 400013 India",,,,,4.5,6,4,2,0,0,0
Min Yang,"Byramji Jeejeebhoy Road Bandra West, Taj Lands End Mumbai, Mumbai 400050 India",+91 22 6668 1234,,,"Chinese, Asian",4.5,37,18,14,3,0,0
Ming China,"17 Rozaria Villa Shop No Love Lane Corner, Mumbai 400010 India",+91 22 6633 3671,,,Chinese,4,9,3,5,1,0,0
Ming Yang,"Bandstand, Bandra West Taj Lands End, Mumbai 400050 India",+91 22 6668 1234,800,2800,"Chinese, Asian",4.5,251,143,73,14,7,7
Ming's Palace,"73 Ming's Palace Causeway Apsara Buidling Opposite Electric House, Colaba Po, Mumbai 400005 India",22872820,,,Chinese,4,11,3,5,3,0,0
Mini Punjab,"3, Junction Of 16th & 33rd Road, TPS Road Kailash Shopping Center, Near Elavia Apartment, Bandra West, Mumbai 400050 India",+91 22 2600 4395,,,"Indian, Asian",3.5,79,13,33,18,6,6
Mini Punjab Restaurant,"13-14 Palm Beach Road Sai Sagar Building, CBD Belapur, Mumbai 400614 India",27560278,,,Indian,4,10,2,7,1,0,0
Ministry of Crab,"442, Chitrakar Dhurandar Marg, 14th Rd, Khar West, Mumbai 400052 India",+91 77108 98811,6000,8000,"Seafood, Sri Lankan",4,34,11,13,8,0,1
Ministry of Games,"LBS Road Shop No. UG 34, Nirmal Galaxy Avior, Mumbai 400080 India",+91 90829 09662,,,Cafe,5,3,3,0,0,0,0
Ministry of salads,"Bhulabhai Desai Road Shop no 4 Nanik Niwas opp Tata garden, Mumbai 400026 India",+91 97698 23777,,,Vegetarian Friendly,4,12,5,4,2,0,1
Miniya Turk,"Crescent Royale, Veera Desai Road, Mumbai 400053 India",+91 99300 69600,,,"Italian, Turkish, Mediterranean, Middle Eastern",4.5,10,5,5,0,0,0
Minks - The Nagpur Saoji Treat,"4 Monarch Chamber Marol Maroshi Road Andheri East, Beside Silver Inn, Near Marol Fire Brigade, Mumbai 400059 India",+91 22 2920 4303,,,Indian,4.5,14,7,5,2,0,0
Mint Leaf,"G8 & G9, Nahar Shopping Complex, Nahar's Amrit Shakti, Chandivali, Opposite D Mart, Powai, Mumbai 400072 India",+91 22 2847 6468,,,"Indian, Chinese, Asian",4,17,2,11,4,0,0
Mirchi and Mime,"Lake Boulevard Trans Ocean House, Hiranandani Business Park, Mumbai 400076 India",+91 22 4141 5151,,,,4.5,809,486,235,53,9,3
Miro,"Sab T V Lane, Off Link Road Svenska Design Hotel, Mumbai 400053 India",+91 22 4431 0000,,,"Indian, Asian, Mediterranean",4.5,58,34,9,10,3,1
Mirwah restaurant,"1/1A, Ambika Building, Mahakali caves road Andheri east, Mumbai 400093 India",+91 22 2826 9415,300,1000,"Indian, Chinese",4,7,4,1,1,1,0
Miss T,"4 Mandlik Road Colaba, Mumbai 400039 India",+91 22 2280 1155,2000,4000,"Asian, Vietnamese, Burmese",4.5,26,14,7,2,1,1
Mithibai College Ka Famous Sandwich,"1st Road, Near Mithibai College, Juhu, Vile Parle West, Mumbai 400056 India",+91 99670 90635,,,Fast food,4,13,4,8,1,0,0
Mitran Da Dhaba,"Lal Bahadur Shastri Marg, Near Pmc Bank, Mumbai 400078 India",+91 98211 90002,,,"Chinese, Indian, Seafood",4,13,3,6,4,0,0
Mitron,"Saki Naka Junction, Lokmanya Tilak Nagar, Andheri East, Mumbai, Maharashtra 400072, Mumbai 400072 India",+91 98706 87777,,,"Indian, Italian",4.5,71,46,16,2,2,4
MM! Maroosh,"12, 2nd Floor, Food Court, Inorbit Mall, Link Road, Near Hyper City, Malad West, Mumbai 400104 India",+91 22 6949 6666,,,"Indian, Lebanese, Middle Eastern",3.5,26,2,12,8,3,1
Mocambo Cafe,"Sir Pherozeshah Mehta Road Near United Bank Of India, Fort, Mumbai 400001 India",+91 22 2287 0458,,,"Bar, European, Asian, Indian",4,186,41,92,25,7,7
Mockingbird Cafe Bar,"80,Veer Nariman Road Churchgate, Mumbai 400020 India",+91 80976 06010,,,,4.5,207,116,64,14,4,1
Modakam,"8/1 Kamana C H S Rbsk Bole Marg Prabhadevi, Near Siddhivinayak Temple, Mumbai 400025 India",+91 22 3040 1011,,,"Indian, Asian",3.5,24,5,11,4,3,1
Modern Lunch Home,"Harakh Niwas Dharavi Sion Link Road Opposite Bank Of Baroda, Near Sion Railway Station, Mumbai 400017 India",+91 22 2409 7942,,,"Seafood, Chinese",4.5,11,6,4,1,0,0
Modern Lunch Home,"Near Minarva, Lamington Road, Grant Road, Mumbai 400007 India",+91 22 2361 9515,,,,4,6,2,3,1,0,0
Modern Lunch Home,"13 Fairy Manor Building Rustom Sidhwa Marg Near Fort Fire Brigade Office, Fort, Mumbai 400001 India",+91 22 2264 1646,,,"Chinese, Fast food",3.5,21,6,4,5,2,2
Mogal Sarai,"Ground Floor, Bandra Bus Depot Building, Near CITI Bank ATM, Bandra West, Mumbai 400058 India",+91 22 2640 6262,,,,4,6,1,4,1,0,0
Mohanlal S Mithaiwala,"2, Hari Leela Building, Ram Mandir Road, Near Vile Parle Police Station, Vile Parle East, Mumbai 400057 India",+91 22 2617 1440,,,,4.5,9,5,4,0,0,0
Mojo Pizza,"Bandra Kurla Complex OCL Petrol Pump, Near Trident Hotel, Mumbai 400051 India",+91 22 3325 2828,,,,4.5,28,17,7,1,0,3
Moksha,"1st Floor Natraj Road Opposite Bmc Office, Near Natraj Cinema, Mumbai 400071 India",+91 22 2527 9000,,,"Indian, Asian",4,19,5,11,3,0,0
Moktu Momos,"Infiniti Mall 2 Food Court 3rd Floor Link Road, Mumbai 400064 India",+91 99201 03063,,,Fast food,4.5,7,3,3,1,0,0
MoMo 2 Go,"Andheri Kurla Road Andheri Kurla Road, Andheri east, Mumbai 400059 India",+91 22 6136 9999,223,1336,"Indian, Deli, Asian",4.5,69,36,19,8,2,1
MoMo Cafe,"215 C.T.S Andheri Kurla Road Opposite Sangam Big Cinemas Courtyard Mumbai International Airport, Mumbai 400059 India",+91 22 6136 9999,,,,4.5,465,349,84,12,10,2
Mondo Fine Dine,"Shop No.1, Omkareshwar, New Link Road, Kanderpada, Dahisar West Opposite Mc Donalds, Mumbai 400068 India",+91 93218 72374,700,2500,"Contemporary, Indian, International, Diner",4.5,34,21,6,5,0,2
Monginis,"4/40, Sargam Society, New Link Road, Oshiwara, Near Oshiwara Police Station, Andheri West, Mumbai 400102 India",+91 22 2636 8592,,,,4.5,6,3,2,1,0,0
Monginis,"A-11, Nutan Nagar, Guru Nanak Road, Opposite Sahakari Bhandar, Bandra West, Mumbai 400050 India",+91 22 6528 8839,,,,4,7,0,7,0,0,0
Monk Wonk,"Rangoli Apartment Vasant Utsav 120 Feet Road Shop 21, Thakur Village, Near Thakur College, Kandivali, Mumbai 400101 India",+91 96192 79091,,,"Chinese, Asian",4.5,11,7,4,0,0,0
Monkey Bar,"14th & 33rd Ground Floor, Linking Road, Bandra West, Mumbai 400030 India",+91 22 2600 5215,,,,4,116,39,47,21,6,2
Monopoly Cafe,"9 Jayant Villa India Address Shop Tilak Road, Ghatkopar East, Mumbai, Mumbai 400077 India",+91 22 2501 1124,,,,4.5,8,4,2,2,0,0
Moonshine Cafe & Bar,"Link Road Plot B-10, 2nd Floor, Gopi Chamber, Andheri Lokhandwala, Andheri West, Mumbai 400102 India",+91 75064 71482,,,"Italian, Indian, European",4.5,36,21,10,4,1,0
Morbiwala Sweets & Farsan,"Parvati Sadan, Tilak Road, Near Axis Bank, Ghatkopar East, Mumbai 400077 India",+91 22 2102 8763,,,,4.5,7,3,3,1,0,0
Moshe Restaurant,"133 Gazebo House Hill Road, Bandra West, Mumbai 400050 India",26415555,,,,4,13,3,7,3,0,0
Moshes,"3 Chhatrapati Shivaji Marg Feroze Building, Near Gateway Of India, Apollo Bunder, Colaba Po, Mumbai 400005 India",22020934,,,,4,21,5,9,6,1,0
Moshes,"Almnestend Hill Road Above Natures Basket, Bandra West, Mumbai 400050 India",26415555,,,,4,21,6,13,1,0,1
Mostly Grills,"70/C Nehru Road The Orchid Ecotel, Mumbai 400099 India",+91 22 2616 4000,,,,4.5,629,499,83,20,2,5
Moti Mahal Bandra,"116, Guru Nanak Marg Junction of Waterfield Road and Turner Road, Bandra West, Mumbai 400050 India",+91 22 2640 8577,800,1500,"Indian, Chinese",3.5,105,16,48,17,13,9
Moti Mahal Delux Tandoori Trail,"2nd Floor, Oberoi Mall, Mumbai 400063 India",+91 93110 10879,,,"Indian, Asian",4,16,4,7,3,2,0
Moti Mahal Grand,"Ground Floor Hotel Grande 51 51 Mumbai (Bombay), Mumbai 400614 India",+91 22 3220 5235,,,Indian,3.5,39,6,22,8,1,2
Moti Mahal Restaurant,"208 Moti Mahal Spenta Mansion Sv Road Andheri West, Opposite Gazdar Hall, Mumbai 400058 India",+91 22 2624 9597,,,Chinese,4,10,2,4,3,0,0
Mr Foody,"Carter Road No 3 Borivali East, Mumbai 400066 India",+91 77770 75550,11128,59347,"Chinese, Indian, Pizza, Fusion, Soups",4,10,5,3,0,2,0
Mr. Baozi,"C Wing, Trade World, Kamala Mills, Lower Parel, Mumbai 400013 India",+91 22 2495 5766,,,"Japanese, Asian, Pub, Vietnamese, Gastropub",4,10,2,6,2,0,0
MRP,"20 Dharamputra Pritam Estate, Dadar East, Mumbai 400014 India",+91 96999 90036,,,"Bar, Asian, Pub",3.5,33,4,21,4,1,3
Mulk,"Crescent Royale, Veera Desai Industrial Estate Off New Link Road, Mumbai 400053 India",+91 88794 06666,1500,3000,"Northern-Italian, Indian",4.5,15,8,6,0,1,0
Mumbadevi Jalebi Wala,"77, Near Mumbadevi Temple, Zaveri Bazaar, Kalbadevi, Mumbai 400002 India",+91 93245 27916,,,,4,10,2,7,1,0,0
Mumbadevi Jalebiwala,"49, Raj Arcade, Mahavir Nagar, 90 Feet Road Opposite D-Mart, Kandivali West, Mumbai 400081 India",+91 22 6420 9559,,,Indian,4.5,17,8,7,1,1,0
Mumbai 90,"Chandiwala Arcade, Next to Absolute Furniture, Goregaon Link Road, Goregaon West, Mumbai, Mumbai 400090 India",+91 91287 38720,,,"Indian, Asian",4,44,11,19,12,0,2
Mumbai Canteen,"Shop 13-15, Aspen Garden Behind Nirlon Knowledge Park, Goregaon East, Mumbai 400063 India",+91 22 2686 6969,,,"Chinese, Indian, Italian",4.5,14,7,7,0,0,0
Mumbai Ladusamrat,"1/2, Habib Terrace, Lalbaug, Opposite Punjab National Bank, Parel, Mumbai 400012 India",+91 22 2471 0127,,,,4.5,12,4,8,0,0,0
Mumbai Magic,"Jhanvi Apartments Shreyas Cinema Road, Off L B S Marg 2 Shop No, Opposite Shreyas Cinema, Mumbai 400086 India",+91 22 2500 4342,,,Chinese,4,13,2,8,3,0,0
Mumbai Mirchi,"Andheri Kurla Road Sawant House, Chakala, Mumbai 400093 India",42151896,,,Vegetarian Friendly,4.5,6,2,4,0,0,0
Mumbaikar's,"344 N Patkar Marg Vile Parle East, Mumbai 400057 India",+91 22 2618 4359,,,Chinese,4,9,2,6,1,0,0
Mustard,"Atria Mall , Ground Floor , Dr Annie Besant Road, Worli, Mumbai 400018 India",+91 96199 91166,320,2000,"French, Indian",4,72,31,28,9,2,2
MYXX,"A.B. Nair Road Ground Floor, Navratan Apartment Near Juhu Post Office, Mumbai 400049 India",+91 22 6022 6700,,,Asian,4.5,40,15,22,3,0,0
Naans & Noodles,"Dx - 12 Turbhe Hotel Yogi Midtown, Mumbai 400093 India",+91 22 6608 1111,,,"Chinese, Indian, Asian",4,12,4,5,1,0,1
Naaz Hotel,"Kanthari Mahal, Lal Bahadur Shastri Marg, Opposite Phoenix Mall, Kurla West Sakinaka, Mumbai, India, Mumbai 400072 India",+91 98926 66116,,,Indian,4,32,10,16,3,2,1
Nagpal Fish Fry,"Near J B Circle, Mumbai 400099 India",+91 22 2832 5314,,,"Indian, Seafood",4,14,4,9,0,0,1
Nagpurian Saoji Restaurant,"3/38, Yamuna Building, Mhada, Oshiwara, Opposite Heera Panna Mall, Andheri West, Mumbai 400053 India",+91 22 6555 4463,,,,5,5,5,0,0,0,0
Namak,"Hotel Sahara Star, Western Express Highway, Vile Parle East Hotel Sahara Star, Mumbai 400057 India",+91 22 3980 7444,,,,4.5,346,269,61,8,4,1
Namaskar,"3 Laxman Mhatre Road Shivaji Nagar Colony, Mumbai 400103 India",+91 96646 04858,,,"Indian, Seafood",4,7,0,6,1,0,0
Nambiar's Kerala Kitchen,"A B Nair Road, Gaothan no.2, Vithal nagar, Juhu, Mumbai Near Iskon temple, Mumbai 400049 India",+91 80076 70243,,,Indian,4.5,7,3,3,1,0,0
Nandu Dosa Dinner,"24, Ground Floor, Kent Garden Apartment, DMC Market, TPH Road Near MK College, Borivali West, Mumbai 400092 India",+91 22 2833 2230,,,Indian,4,22,9,9,4,0,0
Nanumal Bhojraj,"6th Floor Yusuf Meherali Road Yusuf Meherali Road, Mumbai 400003 India",+91 22 2344 8297,148,297,Indian,4,26,7,16,2,0,1
Nanumal Bhojraj,"Shop No.8 & 9, 183, Tardeo Rd Opp. Ganga Jamuna Cinema, Tardeo, Mumbai 400007 India",+91 22 2381 2020,,,Vegetarian Friendly,4,9,2,4,3,0,0
Nanumal Bhojraj,"263, Shahid Bhagat Singh Road, Opposite General Post Office, Fort, Mumbai 400001 India",+91 22 2262 1748,,,Indian,4,25,7,11,6,1,0
"Nara, BKC","Ground Floor, Raheja Towers, Near Dena Bank, Bandra Kurla Complex, Mumbai 400051 India",+91 83558 78888,1000,2000,Thai,4,139,57,54,15,3,9
"Nara, Colaba","B-1, Amarchand Mansion, 16 Madame Cama Road, Dr Ambedkar Statue Chowk Area, Colaba Dr Ambedkar Statue Chowk Area, Colaba, Mumbai 400001 India",+91 83558 78888,900,1800,"Thai, Asian",4.5,32,19,10,2,1,0
Narayan's Dosa,"Parmand Building, French Bridge, Opera House, Grant Road, Mumbai 400007 India",+91 98190 57490,,,"Indian, Fast food",4.5,25,14,9,2,0,0
Nasi and Mee Kitchen and Bar,"Unit No F-6, 1st floor, The ORB mall Next to JW Marriot Sahar, near International Airport, Mumbai 400099 India",+91 99694 35199,13,900,"Chinese, Asian, Thai, Indonesian, Malaysian",4.5,9,5,4,0,0,0
National Hindu Restaurant,"18, Vakils House, Ballard Estate, Fort Vakil House, Ballard Estate, Opposite Foreign Post Office, Mumbai 400001 India",+91 22 2261 5159,,,,4,12,3,4,4,1,0
National Restaurant,"319 Mitha Mention Kalyan West, Opposite Fort Market, Near Central Bank, Fort, Mumbai 400028 India",+91 22 2261 7086,,,"Indian, Chinese, Fast food",4,15,3,6,3,0,0
Natraj Fast Food Center,"Nanabhai Chambers, 11 D Shop No 4, Rustom Sidhwa Marg, Near Fire Brigade, Borabazar Precinct, Ballard Estate, Fort, Mumbai 400001 India",+91 79778 72522,25,150,"Pizza, Indian, Fast food, Healthy, Street Food",4.5,3,2,1,0,0,0
Natural Ice Cream,"21, Encore Apartments, Swami Samarth Nagar, Lokhandwala, Opposite Citi Bank ATM, Andheri West, Mumbai 400061 India",+91 22 2632 3713,,,,5,3,3,0,0,0,0
Natural Ice Cream,"A - 12 Amarpali Shop No, Mumbai 400083 India",+91 22 2574 1222,,,,4.5,6,2,4,0,0,0
Natural Ice Cream,"Indraprastha Sector 29 25 Shop No, Near Satyam Real Estate, Mumbai 400019 India",+91 22 2766 0425,,,,4.5,5,3,2,0,0,0
Natural Ice Cream,"13th North South Road Juhu Scheme, Opposite Lotus Eye Hospital, Juhu, Mumbai 400049 India",+91 22 2869 6851,,,,4.5,4,2,2,0,0,0
Natural Ice Cream,"Oberoi Mall, 3rd Floor, Food Court, Western Express Highway, Goregaon East, Mumbai 400063 India",+91 98194 24947,,,,4,9,3,5,1,0,0
Naturally Sweet,"22 Dinshaw Wadsh Road Moti Mahal, Next To CCI Club, Near Eros Theatre, Churchgate, Mumbai 400020 India",22824434,,,,4.5,7,2,5,0,0,0
Nav Chaitanya,"Cosmopolitan Education Society Road Opposite Versova Police Station, Mumbai 400053 India",+91 22 2631 4141,,,"Indian, Seafood",5,12,10,1,1,0,0
Navgraha Pure Veg,"Ghatkopar Mahul Road, Near Shoppers Stop, Mumbai 400089 India",+91 22 2525 3743,,,"Indian, Asian",4,17,3,11,2,0,1
Navratna,"Station Road Near Saraswat Bank ATM, Opposite Bhagwan Cutpiece Corner, Santacruz West, Mumbai 400054 India",+91 22 2604 8096,,,,4.5,6,2,4,0,0,0
